City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,sohagpur,22.7,78.2,298.1,87,98,4.33,IN,1690916841
364,saint croix,17.7397,-64.7388,303.4,74,40,3.6,VI,1690916842
365,margate,51.3813,1.3862,291.41,73,100,3.58,GB,1690916843
366,burang,30.25,81.1667,284.99,81,65,2.22,CN,1690916844
367,tibanbang,6.6315,126.1055,300.08,83,94,4.24,PH,1690916845
368,warrnambool,-38.3833,142.4833,282.22,88,36,3.71,AU,1690916846
369,touros,-5.1989,-35.4608,299.94,74,1,6.92,BR,1690916851
370,kerikeri,-35.2268,173.9474,285.32,90,2,0.45,NZ,1690916852
371,mormugao,15.4,73.8,298.9,85,94,6.71,IN,1690916854
372,vryburg,-26.9566,24.7284,278.97,21,0,3.38,ZA,1690916856
373,zlynka,52.4267,31.7378,290.93,88,2,2.27,RU,1690916857
374,nikolayevsk-on-amure,53.1406,140.73,285.63,97,100,3.29,RU,1690916860
375,whitecourt,54.1502,-115.6855,293.73,49,40,3.6,CA,1690916715
376,mugia,43.1041,-9.2179,295.88,87,3,5.62,ES,1690916865
377,chui,-33.6971,-53.4616,295.96,68,0,2.65,UY,1690916866
378,hereford,52.0568,-2.7148,291.51,76,100,0.45,GB,1690916867
379,shahrud,36.4182,54.9763,299.86,48,0,3.2,IR,1690916868
380,sirte,31.2089,16.5887,301.14,77,0,3.77,LY,1690916869
381,amble,55.3333,-1.5833,290.18,94,100,2.57,GB,1690916870
382,saurimo,-9.6608,20.3916,293.63,18,8,2.29,AO,1690916871
383,magadan,59.5667,150.8,284.76,79,49,3.98,RU,1690916768
384,kingscliff,-28.2667,153.5667,290.22,82,40,4.63,AU,1690916872
385,urangan,-25.3,152.9,290.57,84,9,4.68,AU,1690916873
386,axim,4.8699,-2.2405,297.74,89,96,4.55,GH,1690916874
387,umm kaddadah,13.6017,26.6876,305.16,42,87,9.22,SD,1690916875
388,dazuocun,24.8862,118.9643,299.41,80,40,2.78,CN,1690916876
389,mar del plata,-38.0023,-57.5575,297.16,38,0,6.17,AR,1690916877
390,kegen,43.0197,79.2203,286.7,53,8,2.75,KZ,1690916878
391,zakynthos,37.7914,20.8953,299.77,78,0,2.57,GR,1690916880
392,qui nhon,13.7667,109.2333,299.98,75,100,2.84,VN,1690916882
393,berbera,10.4396,45.0143,307.47,42,100,8.85,SO,1690916884
394,holdrege,40.4403,-99.3698,296.75,88,100,3.6,US,1690916771
395,trinity beach,-16.7888,145.6968,294.09,83,75,3.6,AU,1690916891
396,namtsy,62.7161,129.6658,284.55,86,100,1.23,RU,1690916892
397,san patricio,28.017,-97.5169,310.55,34,0,6.16,US,1690916893
398,teguise,29.0605,-13.564,296.27,69,20,12.86,ES,1690916897
399,coyhaique,-45.5752,-72.0662,276.12,93,100,2.57,CL,1690916899
400,barcelos,41.5388,-8.6151,298.1,80,8,2.95,PT,1690916899
401,ar rutbah,33.0381,40.2848,306.94,19,0,5.21,IQ,1690916900
402,kuressaare,58.2481,22.5039,291.12,96,20,7.2,EE,1690916900
403,nogliki,51.8333,143.1667,285.88,96,100,7.86,RU,1690916901
404,hauterive,46.0901,3.4459,296.57,60,100,1.94,FR,1690916901
405,huarmey,-10.0681,-78.1522,296.23,66,2,4.71,PE,1690916902
406,palmer,42.1584,-72.3287,297.94,42,75,5.66,US,1690916902
407,hermosillo,29.0667,-110.9667,313.26,34,0,1.34,MX,1690916374
408,fisterra,42.9049,-9.2629,295.79,87,5,3.89,ES,1690916903
409,jand,33.4299,72.0193,309.07,41,0,3.85,PK,1690916904
410,kittila,67.6647,24.8936,288.23,94,20,1.54,FI,1690916904
411,north bend,43.4065,-124.2243,299.95,72,0,7.2,US,1690916905
412,yeppoon,-23.1333,150.7333,290.03,83,16,3.74,AU,1690916906
413,chipinge,-20.1883,32.6236,284.72,70,0,4.05,ZW,1690916906
414,caleta de carquin,-11.0925,-77.6267,295.13,68,9,4.5,PE,1690916906
415,saint-loubes,44.9154,-0.427,295.58,71,9,4.2,FR,1690916907
416,ulanhot,46.0833,122.0833,296.23,96,100,3.78,CN,1690916908
417,mount isa,-20.7333,139.5,290.02,45,0,4.12,AU,1690916909
418,gjirokaster,40.0758,20.1389,296.81,62,0,1.04,AL,1690916910
419,stolniceni-prajescu,47.1986,26.7481,295.62,52,51,2.6,RO,1690916910
420,ngaoundere,7.3167,13.5833,291.7,96,100,0.99,CM,1690916911
421,acapulco de juarez,16.8634,-99.8901,304.05,66,75,5.14,MX,1690916912
422,el matama,16.7095,33.3565,304.38,50,100,5.83,SD,1690916912
423,sola,-13.8833,167.55,297.7,74,100,11.44,VU,1690916913
424,imbituba,-28.24,-48.6703,296.4,66,6,5.64,BR,1690916913
425,buka,40.8108,69.1986,301.49,26,11,2.74,UZ,1690916913
426,playa del ingles,27.7567,-15.5787,301.15,58,1,0.89,ES,1690916709
427,acarau,-2.8856,-40.12,302.36,60,4,8.61,BR,1690916914
428,luba,3.4568,8.5547,298.6,86,99,4.29,GQ,1690916915
429,motueka,-41.1333,173.0167,279.87,90,37,1.03,NZ,1690916915
430,mombetsu,44.3525,143.3525,296.12,67,100,4.82,JP,1690916916
431,howard springs,-12.497,131.047,295.1,93,100,2.23,AU,1690916917
432,port douglas,-16.4833,145.4667,295.28,79,100,7.71,AU,1690916917
433,dawson creek,55.7666,-120.2362,290.65,71,100,2.68,CA,1690916918
434,den burg,53.0542,4.7972,290.37,83,75,7.72,NL,1690916868
435,canton,23.1167,113.25,302.52,66,100,0.43,CN,1690916919
436,nizhnyaya poyma,56.1622,97.1933,289.31,92,2,0.61,RU,1690916919
437,wauchope,-31.45,152.7333,287.02,69,100,0.89,AU,1690916920
438,hilo,19.7297,-155.09,300.53,76,40,2.57,US,1690916920
439,bu'aale,1.0833,42.5833,297.81,74,100,4.28,SO,1690916921
440,porto novo,6.4965,2.6036,297.79,89,41,4.1,BJ,1690916921
441,miles city,46.4083,-105.8406,307.69,26,0,2.97,US,1690916921
442,north bay,46.3168,-79.4663,296.45,46,37,2.75,CA,1690916881
443,gejiu,23.306,103.1635,288.64,99,100,0.35,CN,1690916922
444,luorong,24.4058,109.6086,298.86,89,99,0.86,CN,1690916923
445,lesnoy,57.6198,63.0784,289.82,81,30,2.02,RU,1690916923
446,mittegrossefehn,53.4,7.55,290.38,86,75,5.66,DE,1690916923
447,okhotsk,59.3833,143.3,285.82,93,100,2.87,RU,1690916924
448,bubaque,11.2833,-15.8333,299.86,81,100,8.21,GW,1690916924
449,tyachiv,48.0118,23.5706,297.49,67,100,2.04,UA,1690916925
450,hwange,-18.3693,26.5019,291.96,39,4,1.26,ZW,1690916926
451,santo antonio,-6.3106,-35.4789,301.33,60,84,5.45,BR,1690916926
452,senanga,-16.1167,23.2667,289.13,19,7,3.01,ZM,1690916927
453,fort liberte,19.6678,-71.8397,304.97,63,100,6.76,HT,1690916927
454,lapeer,43.0514,-83.3188,299.4,64,40,0.0,US,1690916761
455,cordoba,-31.4135,-64.1811,308.01,23,0,8.23,AR,1690916853
456,tekeli,44.83,78.8239,294.77,33,41,4.47,KZ,1690916929
457,la passe,45.5549,-0.8967,295.28,81,18,4.97,FR,1690916929
458,meadow lakes,61.6247,-149.6011,294.21,68,0,2.68,US,1690916930
459,pacific grove,36.6177,-121.9166,293.6,89,100,3.13,US,1690916930
460,korla,41.7597,86.1469,300.05,32,0,3.28,CN,1690916931
461,bhawana,31.5692,72.649,308.95,40,35,3.49,PK,1690916931
462,nova sintra,14.8667,-24.7167,296.22,81,14,3.76,CV,1690916932
463,pangkalanbuun,-2.6833,111.6167,297.74,95,100,1.57,ID,1690916932
464,port shepstone,-30.7414,30.455,289.32,67,44,2.17,ZA,1690916933
465,kataysk,56.289,62.5841,290.6,76,36,3.3,RU,1690916933
466,konstantinovka,49.6167,127.9833,295.02,97,100,3.6,RU,1690916934
467,el higo,21.7667,-98.4667,309.64,37,100,2.42,MX,1690916934
468,salina,38.8403,-97.6114,313.73,40,0,1.54,US,1690916934
469,midvagur,62.0511,-7.1939,285.61,76,85,5.14,FO,1690916935
470,nuuk,64.1835,-51.7216,280.49,81,75,4.02,GL,1690916936
471,ohara,35.25,140.3833,298.13,94,41,3.84,JP,1690916936
472,gizo,-8.103,156.8419,299.79,82,90,9.13,SB,1690916936
473,lethem,3.3803,-59.7968,303.57,65,68,1.37,GY,1690916937
474,lamu,-2.2717,40.902,298.27,86,13,6.42,KE,1690916937
475,kalmunai,7.4167,81.8167,300.02,75,100,2.11,LK,1690916938
476,amga,60.8953,131.9608,282.66,99,99,1.86,RU,1690916938
477,ta`u,-14.2336,-169.5144,300.17,76,24,5.55,AS,1690916939
478,sunrise manor,36.2111,-115.0731,306.98,40,0,12.52,US,1690916654
479,ak-suu,42.4995,78.527,291.0,37,91,2.82,KG,1690916940
480,minas de marcona,-15.2119,-75.1103,292.32,58,9,3.85,PE,1690916940
481,ghadamis,30.1337,9.5007,311.23,14,0,4.88,LY,1690916940
482,dakhla,23.6848,-15.958,293.96,87,0,10.25,EH,1690916941
483,tabou,4.423,-7.3528,297.88,90,91,5.2,CI,1690916941
484,nova bana,48.4231,18.6404,289.37,98,100,2.05,SK,1690916942
485,nelson bay,-32.7167,152.15,287.59,89,41,1.79,AU,1690916755
486,zeya,53.75,127.2667,286.31,95,0,2.2,RU,1690916943
487,abong mbang,3.9833,13.1833,294.31,95,25,1.27,CM,1690916943
488,greymouth,-42.4667,171.2,280.3,89,100,1.59,NZ,1690916944
489,tazovsky,67.4667,78.7,290.63,85,86,5.55,RU,1690916944
490,chilliwack,49.1747,-121.9443,299.46,49,69,1.79,CA,1690916945
491,twon-brass,4.3151,6.2418,298.67,80,97,6.42,NG,1690916946
492,wasagu,11.3764,5.7954,296.02,86,100,2.12,NG,1690916946
493,anzio,41.4853,12.6179,298.78,64,4,4.05,IT,1690916947
494,quba,41.3626,48.5152,295.16,61,0,2.1,AZ,1690916947
495,saarijarvi,62.7049,25.254,289.24,94,100,3.61,FI,1690916948
496,sault ste. marie,46.5168,-84.3333,298.31,44,0,0.0,CA,1690916885
497,raja,8.4596,25.678,295.95,79,100,1.22,SS,1690916949
498,ocean city,39.2776,-74.5746,301.29,55,29,5.28,US,1690916753
499,balsta,59.5671,17.5278,291.2,86,99,3.29,SE,1690916950
500,buenaventura,3.8801,-77.0312,302.04,78,72,2.31,CO,1690916951
501,zhanibek,49.4167,46.85,300.87,35,84,5.82,KZ,1690916952
502,meulaboh,4.1363,96.1285,297.84,85,100,0.58,ID,1690916953
503,mek'ele,13.4967,39.4753,292.74,72,99,3.3,ET,1690916954
504,santiago de cao,-7.9589,-79.2392,298.22,61,72,5.14,PE,1690916955
505,regina,50.4501,-104.6178,304.28,35,6,1.34,CA,1690916837
506,kizilcahamam,40.4697,32.6506,299.94,71,100,0.28,TR,1690916956
507,mooroopna,-36.4,145.35,278.33,90,0,2.14,AU,1690916956
508,tazacorte,28.629,-17.9293,299.34,84,75,7.2,ES,1690916957
509,ephrata,40.1798,-76.1788,300.27,46,20,5.14,US,1690916957
510,iwon-up,40.3231,128.6553,297.29,85,100,1.0,KP,1690916958
511,susuman,62.7833,148.1667,281.95,76,100,1.56,RU,1690916959
512,antsiranana,-12.2787,49.2917,295.85,73,0,6.88,MG,1690916852
513,daru,-9.0763,143.2092,298.02,76,94,6.66,PG,1690916959
514,tolanaro,-25.0319,46.9987,292.0,78,17,3.26,MG,1690916960
515,dudinka,69.4058,86.1778,291.83,78,0,4.62,RU,1690916960
516,muhos,64.808,25.9931,292.03,83,100,2.57,FI,1690916961
517,luanda,-8.8368,13.2343,294.15,83,0,1.54,AO,1690916961
518,san juan de uraba,8.7592,-76.5297,304.46,66,78,2.2,CO,1690916962
519,dryden,49.7833,-92.7503,302.45,31,53,4.59,CA,1690916962
520,kristiansund,63.1115,7.732,290.18,88,75,2.06,NO,1690916963
521,marsh harbour,26.5412,-77.0636,303.49,65,100,3.94,BS,1690916734
522,chakwal,32.9334,72.8585,306.29,45,32,3.68,PK,1690916918
523,shalkar,47.8288,59.6258,301.06,26,0,1.0,KZ,1690916964
524,zag,46.9441,99.165,286.07,82,3,2.73,MN,1690916965
525,kambarka,56.2694,54.2062,291.24,92,87,1.37,RU,1690916965
526,port-gentil,-0.7193,8.7815,295.9,78,100,6.34,GA,1690916966
527,itoman,26.1247,127.6694,299.36,100,100,27.27,JP,1690916967
528,pisco,-13.7,-76.2167,293.18,77,100,2.57,PE,1690916967
529,horta,38.5333,-28.6333,299.27,79,20,6.17,PT,1690916968
530,cha-am,12.8,99.9667,301.0,72,100,5.17,TH,1690916968
531,stephenville,32.2207,-98.2023,313.67,25,40,3.09,US,1690916969
532,camden,39.7835,-74.9663,301.46,42,1,0.89,US,1690916970
533,langepas,61.2544,75.2124,291.38,95,46,3.0,RU,1690916937
534,ugoofaaru,5.6667,73.0,301.44,75,100,5.55,MV,1690916972
535,ancud,-41.8697,-73.8203,282.15,75,99,8.11,CL,1690916972
536,vicuna mackenna,-33.9197,-64.3922,300.31,38,0,4.21,AR,1690916973
537,flin flon,54.7682,-101.865,301.62,30,0,5.44,CA,1690916868
538,kone,-21.0595,164.8658,287.63,85,0,2.47,NC,1690916975
539,el granada,37.5027,-122.4694,299.52,76,20,5.14,US,1690916976
540,kununurra,-15.7667,128.7333,298.14,33,5,4.12,AU,1690916938
541,butha-buthe,-28.8333,28.5,272.21,55,0,0.98,LS,1690916978
542,donna,26.1703,-98.0519,311.56,43,75,5.66,US,1690916979
543,lugovoye,42.9094,72.7178,300.14,35,82,3.27,KZ,1690916979
544,cacalchen,20.9833,-89.2333,308.15,44,89,1.3,MX,1690916980
545,qamdo,31.1667,97.2333,279.51,92,100,0.53,CN,1690916980
546,masvingo,-20.0637,30.8277,287.11,48,0,5.04,ZW,1690916981
547,san mateo del mar,16.2,-95.0,305.28,59,100,9.91,MX,1690916982
548,oyama,36.3,139.8,301.25,68,88,1.07,JP,1690916982
549,babana,10.4295,3.815,298.95,76,100,2.93,NG,1690916983
550,shahabad,27.65,79.95,304.46,60,86,1.68,IN,1690916983
551,federacion,-31.0062,-57.8996,300.7,59,0,3.72,AR,1690916984
552,sotkamo,64.1333,28.4167,292.16,86,98,2.11,FI,1690916984
553,ruteng,-8.6136,120.4721,287.94,67,7,0.53,ID,1690916985
554,brookings,44.3114,-96.7984,301.58,68,100,3.6,US,1690916790
555,balabac,7.9868,117.0645,300.5,82,100,3.76,PH,1690916985
556,akureyri,65.6835,-18.0878,285.11,76,20,7.72,IS,1690916986
557,bandarbeyla,9.4942,50.8122,298.47,77,100,12.98,SO,1690916986
558,ed damer,17.5928,33.9592,304.28,51,45,4.57,SD,1690916987
559,laojunmiao,39.8333,97.7333,293.61,30,0,2.03,CN,1690916987
560,marquette,46.5333,-87.6335,298.17,65,71,2.24,US,1690916855
561,tofol,5.3248,163.0078,299.51,85,100,5.42,FM,1690916988
562,tlaltenango de sanchez roman,21.7833,-103.3167,302.95,26,54,3.3,MX,1690916989
563,gisborne,-38.6533,178.0042,286.93,62,0,6.85,NZ,1690916884
564,marka,1.7159,44.7717,297.63,88,100,6.57,SO,1690916989
565,kestel,40.1983,29.2124,296.86,83,0,1.68,TR,1690916990
566,san isidro,-12.1167,-77.05,294.92,64,75,4.12,PE,1690916990
567,constitucion,-35.3333,-72.4167,289.63,67,0,7.6,CL,1690916991
568,cimitarra,6.3142,-73.9497,305.66,60,47,0.29,CO,1690916991
569,saudarkrokur,65.7461,-19.6394,283.41,82,42,4.03,IS,1690916992
570,thakhek,17.4103,104.8307,297.01,99,100,1.01,LA,1690916992
571,berezovyy,51.6667,135.7,287.97,94,100,0.65,RU,1690916993
572,eydhafushi,5.1033,73.0708,301.33,75,100,4.74,MV,1690916993
573,coahuayana de hidalgo,18.7,-103.6583,306.24,62,51,2.9,MX,1690916993
574,zhaodong,46.0833,125.9833,296.48,97,100,4.15,CN,1690916739
575,grums,59.3466,13.1091,291.43,72,75,0.0,SE,1690916994
